Molecule ChEMBL ID;Molecule Name;Molecule Max Phase;Molecular Weight;#RO5 Violations;AlogP;Compound Key;SMILES;Standard Type;Standard Relation;Standard Value;Standard Units;pChEMBL Value;Data Validity Comment;Comment;Uo Units;Ligand Efficiency BEI;Ligand Efficiency LE;Ligand Efficiency LLE;Ligand Efficiency SEI;Potential Duplicate;Assay ChEMBL ID;Assay Description;Assay Type;BAO Format ID;BAO Label;Assay Organism;Assay Tissue ChEMBL ID;Assay Tissue Name;Assay Cell Type;Assay Subcellular Fraction;Assay Parameters;Assay Variant Accession;Assay Variant Mutation;Target ChEMBL ID;Target Name;Target Organism;Target Type;Document ChEMBL ID;Source ID;Source Description;Document Journal;Document Year;Cell ChEMBL ID;Properties;Action Type
CHEMBL5203299;;None;376.53;0;2.59;12;CCOCCN1CCN(CCC(=O)Nc2nc3c(C)cccc3s2)CC1;IC50;'=';39020.0;nM;4.41;;;UO_0000065;11.71;0.23;1.82;7.64;0;CHEMBL5120155;Inhibition of human recombinant BuChe using butyrylthiocholine iodide as substrate incubated for 10 mins by DTNB reagent based Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5113531;1;Scientific Literature;J Med Chem;2022;None;TIME = 0.1667 hr;INHIBITOR
CHEMBL395280;;None;242.32;0;2.00;Huperzine-A;C/C=C1\[C@H]2C=C(C)C[C@]1(N)c1ccc(=O)[nH]c1C2;IC50;'>';10000000.0;nM;;Outside typical range;;UO_0000065;;;;;0;CHEMBL5117329;Inhibition of BuChE (unknown origin) using butyrylthiocholine iodide as substrate by DTNB reagent based Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5113467;1;Scientific Literature;Bioorg Med Chem Lett;2022;None;;
CHEMBL5187045;;None;476.62;1;5.36;11d;CCN(CC)C(=O)c1ccc2c(c1)nc(Cc1ccc(OC(=O)N3CCC3)cc1)n2CCC(C)C;IC50;'=';6.9;nM;8.16;;;UO_0000065;17.12;0.32;2.80;12.06;0;CHEMBL5111261;Inhibition of human BChE using butyrylthiocholineiodide as substrate preincubated for 20 mins followed by substrate addition and measured every 30 sec for 3 mins by DTNB-based UV analysis;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5108043;1;Scientific Literature;RSC Med Chem;2022;None;TIME = 0.3833 hr;INHIBITOR
CHEMBL5187045;;None;476.62;1;5.36;11d;CCN(CC)C(=O)c1ccc2c(c1)nc(Cc1ccc(OC(=O)N3CCC3)cc1)n2CCC(C)C;IC50;'=';6.31;nM;8.20;;;UO_0000065;17.20;0.32;2.84;12.12;0;CHEMBL5111261;Inhibition of human BChE using butyrylthiocholineiodide as substrate preincubated for 20 mins followed by substrate addition and measured every 30 sec for 3 mins by DTNB-based UV analysis;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5108043;1;Scientific Literature;RSC Med Chem;2022;None;TIME = 0.3833 hr;INHIBITOR
CHEMBL5188111;;None;603.85;2;7.43;11f;CCCCCCCNC(=O)Oc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2CCCCN2CCCCC2)cc1;IC50;'=';2511.89;nM;5.60;;;UO_0000065;9.27;0.17;-1.83;7.03;0;CHEMBL5111261;Inhibition of human BChE using butyrylthiocholineiodide as substrate preincubated for 20 mins followed by substrate addition and measured every 30 sec for 3 mins by DTNB-based UV analysis;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5108043;1;Scientific Literature;RSC Med Chem;2022;None;TIME = 0.3833 hr;INHIBITOR
CHEMBL5203782;;None;424.57;1;5.34;14;COc1cccc(C(=O)N(Cc2csc(COc3ccc(C)cc3)n2)CC(C)C)c1;IC50;'=';970.0;nM;6.01;;;UO_0000065;14.16;0.27;0.67;11.64;0;CHEMBL5134982;Inhibition of BuchE (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5131486;1;Scientific Literature;Bioorg Med Chem Lett;2022;None;;INHIBITOR
CHEMBL5201804;;None;575.80;2;6.65;11e;CCCCCCCNC(=O)Oc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2CCN2CCCCC2)cc1;IC50;'=';91.4;nM;7.04;;;UO_0000065;12.22;0.23;0.39;8.83;0;CHEMBL5111261;Inhibition of human BChE using butyrylthiocholineiodide as substrate preincubated for 20 mins followed by substrate addition and measured every 30 sec for 3 mins by DTNB-based UV analysis;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5108043;1;Scientific Literature;RSC Med Chem;2022;None;TIME = 0.3833 hr;INHIBITOR
CHEMBL5188111;;None;603.85;2;7.43;11f;CCCCCCCNC(=O)Oc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2CCCCN2CCCCC2)cc1;IC50;'=';2405.0;nM;5.62;;;UO_0000065;9.31;0.17;-1.81;7.05;0;CHEMBL5111261;Inhibition of human BChE using butyrylthiocholineiodide as substrate preincubated for 20 mins followed by substrate addition and measured every 30 sec for 3 mins by DTNB-based UV analysis;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5108043;1;Scientific Literature;RSC Med Chem;2022;None;TIME = 0.3833 hr;INHIBITOR
CHEMBL4531167;;None;404.55;1;5.66;46;Oc1ccc(CCOCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1;IC50;'=';6.06;nM;8.22;;;UO_0000065;20.31;0.37;2.56;15.11;0;CHEMBL4361992;Inhibition of human serum BuChe by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4359860;1;Scientific Literature;Eur J Med Chem;2019;None;;
CHEMBL4776811;;None;537.66;1;4.86;GD28;NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCC1CCN(Cc2cccc(F)c2)CC1;IC50;'=';1800.0;nM;5.75;;;UO_0000065;10.68;0.21;0.88;5.20;0;CHEMBL4688569;Inhibition of human BChE using butyrylthiocholineiodide as substrate incubated for 10 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4680314;1;Scientific Literature;Bioorg Med Chem;2021;None;TIME = 0.1667 hr;INHIBITOR
CHEMBL4748993;;None;537.66;1;4.86;GD27;NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCC1CCN(Cc2ccccc2F)CC1;IC50;'=';4200.0;nM;5.38;;;UO_0000065;10.00;0.19;0.52;4.87;0;CHEMBL4688569;Inhibition of human BChE using butyrylthiocholineiodide as substrate incubated for 10 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4680314;1;Scientific Literature;Bioorg Med Chem;2021;None;TIME = 0.1667 hr;INHIBITOR
CHEMBL4794823;;None;519.67;1;4.72;GD26;NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCC1CCN(Cc2ccccc2)CC1;IC50;'=';20600.0;nM;4.69;;;UO_0000065;9.02;0.17;-0.03;4.24;0;CHEMBL4688569;Inhibition of human BChE using butyrylthiocholineiodide as substrate incubated for 10 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4680314;1;Scientific Literature;Bioorg Med Chem;2021;None;TIME = 0.1667 hr;INHIBITOR
CHEMBL4753478;;None;491.62;0;3.94;GD17;NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCC1CCN(Cc2ccccc2)CC1;IC50;'=';12700.0;nM;4.90;;;UO_0000065;9.96;0.19;0.96;4.43;0;CHEMBL4688569;Inhibition of human BChE using butyrylthiocholineiodide as substrate incubated for 10 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4680314;1;Scientific Literature;Bioorg Med Chem;2021;None;TIME = 0.1667 hr;INHIBITOR
CHEMBL4746460;;None;574.53;2;5.51;GD5;CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCC1CCN(Cc2ccc(Cl)c(Cl)c2)CC1;IC50;'=';65000.0;nM;4.19;;;UO_0000065;7.29;0.15;-1.32;4.34;0;CHEMBL4688569;Inhibition of human BChE using butyrylthiocholineiodide as substrate incubated for 10 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4680314;1;Scientific Literature;Bioorg Med Chem;2021;None;TIME = 0.1667 hr;INHIBITOR
CHEMBL449947;;None;788.58;3;0.70;46;O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H]1O)c1cc(O)c(O)c(O)c1;IC50;'=';18290.0;nM;4.74;;;UO_0000065;6.01;0.12;4.04;1.26;0;CHEMBL5128448;Inhibition of BuChE (unknown origin) by spectrophotometric based Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5126546;1;Scientific Literature;Bioorg Med Chem;2022;None;;INHIBITOR
CHEMBL5198770;;None;433.53;0;4.85;S11-1016;CCN(CC)Cc1ccccc1CNC(=O)c1cccc(NC(=O)c2ccccc2F)c1;IC50;'=';5.04;nM;8.30;;;UO_0000065;19.14;0.35;3.45;13.51;0;CHEMBL5142598;Inhibition of human BChE using acetylthiocholine iodide or butyrylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5137095;1;Scientific Literature;J Med Chem;2022;None;TIME = 0.08333 hr;INHIBITOR
CHEMBL5172504;;None;512.42;2;5.61;S11-1031;CCN(CC)Cc1ccccc1CNC(=O)c1cccc(NC(=O)c2ccc(F)cc2)c1Br;IC50;'=';1836.0;nM;5.74;;;UO_0000065;11.19;0.24;0.13;9.34;0;CHEMBL5142598;Inhibition of human BChE using acetylthiocholine iodide or butyrylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5137095;1;Scientific Literature;J Med Chem;2022;None;TIME = 0.08333 hr;INHIBITOR
CHEMBL5091660;;None;416.61;1;7.12;8;COc1cccc(CCCCCCCCNc2c3c(nc4ccccc24)CCCC3)c1;IC50;'=';7.72;nM;8.11;;;UO_0000065;19.47;0.36;0.99;23.76;0;CHEMBL5055910;Inhibition of human serum BChE using butyrylthiocholine iodide as substrate preincubated for 20 mins followed by substrate addition by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5055622;1;Scientific Literature;J Med Chem;2021;None;TIME = 0.3333 hr;INHIBITOR
CHEMBL4556372;;None;544.53;0;4.09;S-K1025;COc1ccc2nc3c(c(NCCCNC(=O)[C@@H](N)Cc4c[nH]c5ccccc45)c2c1)CCCC3.Cl.Cl;IC50;'=';1800.0;nM;5.75;;;UO_0000065;12.18;0.22;1.65;5.47;0;CHEMBL4391928;Inhibition of human recombinant BChE using butyrylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition and measured over 2 mins by UV-Vis spectrophotometric analysis based Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4390667;1;Scientific Literature;Eur J Med Chem;2019;None;;
CHEMBL5175563;;None;371.23;0;3.96;95;CN1C(=O)C2(Nc3cc(Cl)ccc3-c3ccnn32)c2cc(Cl)ccc21;IC50;'=';219300.0;nM;;Outside typical range;;UO_0000065;;;;;0;CHEMBL5127037;Inhibition of BuChE (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5126508;1;Scientific Literature;Eur J Med Chem;2022;None;;INHIBITOR
CHEMBL5184601;;None;176.17;0;0.90;55;O=C(O)C1=Nc2ccccc2CN1;IC50;'>';1000000.0;nM;;Outside typical range;;UO_0000065;;;;;0;CHEMBL5127037;Inhibition of BuChE (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5126508;1;Scientific Literature;Eur J Med Chem;2022;None;;
CHEMBL5199487;;None;364.45;0;2.10;16;O=C(CCN1CCN(Cc2ccccc2)CC1)Nc1n[nH]c2ncccc12;IC50;'=';3567.0;nM;5.45;;;UO_0000065;14.95;0.28;3.35;7.06;0;CHEMBL5158289;Inhibition of C-terminal 6His-tagged human recombinant BuChE (29 to 602 residues) using butyrylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5154718;1;Scientific Literature;Eur J Med Chem;2022;None;TIME = 0.08333 hr;INHIBITOR
CHEMBL5183077;;None;350.43;0;2.11;17;O=C(CCN1CCN(c2ccccc2)CC1)Nc1n[nH]c2ncccc12;IC50;'=';782.0;nM;6.11;;;UO_0000065;17.43;0.32;4.00;7.92;0;CHEMBL5158289;Inhibition of C-terminal 6His-tagged human recombinant BuChE (29 to 602 residues) using butyrylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5154718;1;Scientific Literature;Eur J Med Chem;2022;None;TIME = 0.08333 hr;INHIBITOR
CHEMBL45069;;None;290.37;0;3.47;140;C#CCNCc1cc2cc(OCc3ccccc3)ccc2[nH]1;IC50;'>';100000.0;nM;;;;UO_0000065;;;;;0;CHEMBL4617532;Inhibition of butyrylcholinesterase (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4616619;1;Scientific Literature;J Med Chem;2020;None;;
CHEMBL5203777;;None;386.57;0;3.88;15;Cc1cccc2sc(NC(=O)CCN3CCN(C4CCCCC4)CC3)nc12;IC50;'=';3190.0;nM;5.50;;;UO_0000065;14.22;0.28;1.62;11.34;0;CHEMBL5120155;Inhibition of human recombinant BuChe using butyrylthiocholine iodide as substrate incubated for 10 mins by DTNB reagent based Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5113531;1;Scientific Literature;J Med Chem;2022;None;TIME = 0.1667 hr;INHIBITOR
CHEMBL5204934;;None;400.59;0;4.13;16;Cc1cccc2sc(NC(=O)CCN3CCN(CC4CCCCC4)CC3)nc12;IC50;'=';7650.0;nM;5.12;;;UO_0000065;12.77;0.25;0.99;10.56;0;CHEMBL5120155;Inhibition of human recombinant BuChe using butyrylthiocholine iodide as substrate incubated for 10 mins by DTNB reagent based Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5113531;1;Scientific Literature;J Med Chem;2022;None;TIME = 0.1667 hr;INHIBITOR
CHEMBL5183869;;None;490.65;1;5.75;11c;CCN(CC)C(=O)c1ccc2c(c1)nc(Cc1ccc(OC(=O)N3CCCC3)cc1)n2CCC(C)C;IC50;'=';139.0;nM;6.86;;;UO_0000065;13.98;0.26;1.11;10.13;0;CHEMBL5111261;Inhibition of human BChE using butyrylthiocholineiodide as substrate preincubated for 20 mins followed by substrate addition and measured every 30 sec for 3 mins by DTNB-based UV analysis;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5108043;1;Scientific Literature;RSC Med Chem;2022;None;TIME = 0.3833 hr;INHIBITOR
CHEMBL5193219;;None;320.48;0;2.67;"8; LDT641";OCCCCCCCCc1ccc(CN2CCNCC2)c(O)c1;IC50;;;;;;ND;;;;;;0;CHEMBL5137220;Inhibition of BChE in human serum by Ellman's method;B;BAO_0000366;cell-free format;Homo sapiens;None;Serum;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5136960;1;Scientific Literature;RSC Med Chem;2021;None;;
CHEMBL5190179;;None;333.52;0;4.64;"11; LDT692";OCCCCCCCCc1ccc(CN2CCCCCC2)c(O)c1;IC50;'=';4620.0;nM;5.33;;;UO_0000065;16.00;0.30;0.70;12.21;0;CHEMBL5137220;Inhibition of BChE in human serum by Ellman's method;B;BAO_0000366;cell-free format;Homo sapiens;None;Serum;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5136960;1;Scientific Literature;RSC Med Chem;2021;None;;INHIBITOR
CHEMBL4863431;;None;312.84;0;4.27;5;Cc1ccc(S(=O)(=O)SCc2ccc(Cl)cc2)cc1;IC50;'=';314.5;nM;6.50;;;UO_0000065;20.78;0.47;2.23;19.05;0;CHEMBL4822910;Inhibition of human serum BuChE using butyrylthiocholine iodide as substrate preincubated with enzyme for 10 mins followed by substrate addition and measured by Ellman's method;B;BAO_0000366;cell-free format;Homo sapiens;None;Serum;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4819136;1;Scientific Literature;Bioorg Med Chem;2021;None;TIME = 0.1667 hr;INHIBITOR
CHEMBL5179673;;None;379.49;0;4.31;S11-1003;CN(C)Cc1ccccc1NC(=O)c1cccc(NC(=O)c2cccs2)c1;IC50;'=';1240.0;nM;5.91;;;UO_0000065;15.56;0.30;1.60;9.61;0;CHEMBL5142598;Inhibition of human BChE using acetylthiocholine iodide or butyrylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5137095;1;Scientific Literature;J Med Chem;2022;None;TIME = 0.08333 hr;INHIBITOR
CHEMBL5186019;;None;435.59;1;5.87;S11-1005;CCCN(CCC)Cc1ccccc1NC(=O)c1cccc(NC(=O)c2cccs2)c1;IC50;'=';870.0;nM;6.06;;;UO_0000065;13.91;0.27;0.19;9.86;0;CHEMBL5142598;Inhibition of human BChE using acetylthiocholine iodide or butyrylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5137095;1;Scientific Literature;J Med Chem;2022;None;TIME = 0.08333 hr;INHIBITOR
CHEMBL5198895;;None;449.98;1;5.36;S11-1018;CCN(CC)Cc1ccccc1CNC(=O)c1cccc(NC(=O)c2ccc(Cl)cc2)c1;IC50;'=';0.76;nM;9.12;;;UO_0000065;20.27;0.39;3.76;14.84;0;CHEMBL5142598;Inhibition of human BChE using acetylthiocholine iodide or butyrylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5137095;1;Scientific Literature;J Med Chem;2022;None;TIME = 0.08333 hr;INHIBITOR
CHEMBL5201295;;None;433.53;0;4.85;S11-1027;CCN(CC)Cc1ccccc1CNC(=O)c1ccccc1NC(=O)c1ccc(F)cc1;IC50;'=';114.9;nM;6.94;;;UO_0000065;16.01;0.30;2.09;11.30;0;CHEMBL5142598;Inhibition of human BChE using acetylthiocholine iodide or butyrylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5137095;1;Scientific Literature;J Med Chem;2022;None;TIME = 0.08333 hr;INHIBITOR
CHEMBL362444;;None;262.31;0;1.86;Physovenine;CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCOC1N2C;IC50;'=';4.0;nM;8.40;;;UO_0000065;32.02;0.60;6.54;16.53;0;CHEMBL5134982;Inhibition of BuchE (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5131486;1;Scientific Literature;Bioorg Med Chem Lett;2022;None;;INHIBITOR
CHEMBL5201547;;None;428.99;1;5.98;5;Cc1ccc(OCc2nc(CN(CC(C)C)C(=O)c3ccccc3Cl)cs2)cc1;IC50;'=';3940.0;nM;5.41;;;UO_0000065;12.60;0.25;-0.58;12.74;0;CHEMBL5134982;Inhibition of BuchE (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5131486;1;Scientific Literature;Bioorg Med Chem Lett;2022;None;;INHIBITOR
CHEMBL5191237;;None;332.47;0;4.04;18;CC(=O)N(Cc1csc(COc2ccc(C)cc2)n1)CC(C)C;IC50;'=';6010.0;nM;5.22;;;UO_0000065;15.70;0.31;1.18;12.31;0;CHEMBL5134982;Inhibition of BuchE (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5131486;1;Scientific Literature;Bioorg Med Chem Lett;2022;None;;INHIBITOR
CHEMBL5195915;;None;400.43;0;3.86;27;CN(Cc1csc(COc2ccc(F)cc2)n1)C(=O)c1ccc2c(c1)OCO2;IC50;;;;;;ND;;;;;;0;CHEMBL5134982;Inhibition of BuchE (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5131486;1;Scientific Literature;Bioorg Med Chem Lett;2022;None;;
CHEMBL5175357;;None;462.57;0;4.91;29;CC(C)CN(Cc1csc(COc2ccc(F)cc2)n1)C(=O)S(=O)(=O)c1ccccc1;IC50;'=';8190.0;nM;5.09;;;UO_0000065;11.00;0.22;0.18;6.64;0;CHEMBL5134982;Inhibition of BuchE (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5131486;1;Scientific Literature;Bioorg Med Chem Lett;2022;None;;INHIBITOR
CHEMBL5169889;;None;508.67;2;6.24;32;Cc1ccc(OCc2nc(CN(CC(C)C)C(=O)S(=O)(=O)c3ccc4ccccc4c3)cs2)cc1;IC50;;;;;;ND;;;;;;0;CHEMBL5134982;Inhibition of BuchE (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5131486;1;Scientific Literature;Bioorg Med Chem Lett;2022;None;;
CHEMBL292314;;None;232.71;0;3.35;7;Nc1c2c(nc3cc(Cl)ccc13)CCCC2;IC50;'=';500.0;nM;6.30;;;UO_0000065;27.08;0.54;2.95;16.19;0;CHEMBL4307303;Inhibition of human serum BChE using butyrylthiocholine iodide as substrate preincubated for 20 mins followed by substrate addition by spectrophotometry analysis;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4304786;1;Scientific Literature;Eur J Med Chem;2019;None;;
CHEMBL4800310;;None;396.49;0;4.21;4p;CCN(C)C(=O)Oc1ccc(/C=C/C(=O)N(CC)Cc2ccccc2)cc1OC;IC50;'=';3800.0;nM;5.42;;;UO_0000065;13.67;0.26;1.21;9.17;0;CHEMBL4686680;Inhibition of human serum BuChE using acetylcholine iodide as substrate incubated for 15 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4680246;1;Scientific Literature;Eur J Med Chem;2020;None;TIME = 0.25 hr;INHIBITOR
CHEMBL426674;;None;325.36;0;4.00;13;Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCO[C@@H]1O2;IC50;'>';30000.0;nM;;;;UO_0000065;;;;;0;CHEMBL5216358;Inhibition of BChE (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5214927;1;Scientific Literature;Eur J Med Chem;2022;None;;
CHEMBL5220560;;None;310.39;0;2.26;122;CCC(C)(C)NCC(O)c1cc(O)cc(OC(=O)N(C)C)c1;IC50;'=';50.0;nM;7.30;;;UO_0000065;23.52;0.45;5.04;8.90;0;CHEMBL5216375;Inhibition of human BChE;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5214927;1;Scientific Literature;Eur J Med Chem;2022;None;;INHIBITOR
CHEMBL4800458;;None;496.47;0;2.83;3g;O=C(Oc1ccc(-c2cc(=O)c3c(O)cc(OC(=O)N4CCOCC4)cc3o2)cc1)N1CCOCC1;IC50;;;;;;Not Determined;;;;;;0;CHEMBL4707544;Inhibition of human serum BChE using acetylthiocholine iodide as substrate measured after 15 mins by Ellman's method;B;BAO_0000366;cell-free format;Homo sapiens;None;Serum;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4706484;1;Scientific Literature;Eur J Med Chem;2020;None;TIME = 0.25 hr;
