Molecule ChEMBL ID;Molecule Name;Molecule Max Phase;Molecular Weight;#RO5 Violations;AlogP;Compound Key;SMILES;Standard Type;Standard Relation;Standard Value;Standard Units;pChEMBL Value;Data Validity Comment;Comment;Uo Units;Ligand Efficiency BEI;Ligand Efficiency LE;Ligand Efficiency LLE;Ligand Efficiency SEI;Potential Duplicate;Assay ChEMBL ID;Assay Description;Assay Type;BAO Format ID;BAO Label;Assay Organism;Assay Tissue ChEMBL ID;Assay Tissue Name;Assay Cell Type;Assay Subcellular Fraction;Assay Parameters;Assay Variant Accession;Assay Variant Mutation;Target ChEMBL ID;Target Name;Target Organism;Target Type;Document ChEMBL ID;Source ID;Source Description;Document Journal;Document Year;Cell ChEMBL ID;Properties
CHEMBL4283894;;0;301.33;0;3.35;AHS-211;O=C(Nc1cccc(O)c1)Nc1nc2ccc(O)cc2s1;IC50;'=';134.0;nM;6.87;;;UO_0000065;22.81;0.45;3.52;7.27;0;CHEMBL4259473;Inhibition of recombinant human N-terminal His6-tagged Dyrk1A catalytic domain expressed in Escherichia coli BL21 (DE3) using KKISGRLSPIMTEQ-NH2 peptide as substrate in presence of [gamma-32P]-ATP;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4257524;1;Scientific Literature;MedChemComm;2018;None;
CHEMBL4853178;;0;408.46;0;4.49;9e;COc1ccc(CNC(=O)c2cnc3ccc(-c4ccc5ncccc5c4)cn23)cc1;IC50;'=';10.0;nM;8.00;;;UO_0000065;19.59;0.35;3.51;11.68;0;CHEMBL4815946;Inhibition of recombinant full length human DYRK1A using RRRFRPASPLRGPPK as substrate incubated for 40 mins in presence of [gamma-33ATP] by scintillation counting based radiometry assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4813966;1;Scientific Literature;Bioorg Med Chem Lett;2021;None;TIME = 0.6667 hr
CHEMBL269538;HARMINE;0;212.25;0;3.03;3;COc1ccc2c(c1)[nH]c1c(C)nccc12;IC50;'=';700.0;nM;6.16;;;UO_0000065;29.00;0.53;3.12;16.24;0;CHEMBL4266643;Inhibition of human recombinant full length GST-tagged DYRK1A expressed in baculovirus expression system assessed as decrease in tau phosphorylation at S396 preincubated for 10 mins followed by tau addition by Western blot analysis;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4265878;1;Scientific Literature;J Med Chem;2018;None;
CHEMBL4293650;;0;436.50;1;5.82;82;COc1cc(-c2cc(=O)c3c(O)cc(O)c(C/C=C(\C)CCC=C(C)C)c3o2)ccc1O;IC50;'=';620.0;nM;6.21;;;UO_0000065;14.22;0.26;0.39;6.20;0;CHEMBL4266655;Inhibition of DYRK1A (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4265878;1;Scientific Literature;J Med Chem;2018;None;
CHEMBL4286467;;0;603.12;1;4.95;65;COc1cc2[nH]c(=O)c(C(=O)Nc3cc(C(=O)NCc4cccc(Cl)c4)ccc3C)cc2cc1CCCN1CCOCC1;IC50;'=';6.0;nM;8.22;;;UO_0000065;13.63;0.26;3.27;7.29;0;CHEMBL4266674;Inhibition of human full-length GST-tagged DYRK1A expressed in baculovirus expression system using RRRFRPASPLRGPPK as substrate after 60 mins by TR-FRET assay;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4265878;1;Scientific Literature;J Med Chem;2018;None;
CHEMBL4277878;;0;500.56;1;3.54;67;COc1cc2cc(C(=O)Nc3cc(C(=O)NC(CN)c4ccccc4)ccc3C)c(=O)[nH]c2cc1OC;IC50;'=';59.0;nM;7.23;;;UO_0000065;14.44;0.27;3.69;5.33;0;CHEMBL4266674;Inhibition of human full-length GST-tagged DYRK1A expressed in baculovirus expression system using RRRFRPASPLRGPPK as substrate after 60 mins by TR-FRET assay;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4265878;1;Scientific Literature;J Med Chem;2018;None;
CHEMBL4292847;;0;337.41;0;2.45;3-ene;O=c1[nH]c2ccc(C3=NN=C(NCc4ccccc4)SC3)cc2[nH]1;Kd;'=';4500.0;nM;5.35;;;UO_0000065;15.85;0.30;2.90;6.26;0;CHEMBL4263571;Binding affinity to wild-type human partial length DYRK1A (H129 to S509 residues) expressed in mammalian expression system by Kinomescan method;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4261584;1;Scientific Literature;Eur J Med Chem;2018;None;
CHEMBL4282366;;0;371.47;1;5.05;30b;O=C(Cc1ccccc1)Nc1cncc(-c2cc(-c3cccnc3)cs2)c1;IC50;'=';14.9;nM;7.83;;;UO_0000065;21.07;0.40;2.78;14.26;0;CHEMBL4263631;Inhibition of recombinant full length human Dyrk1A expressed in Baculovirus expression system using KKISGRLSPIMTEQ as substrate in presence of ATP;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4261587;1;Scientific Literature;Eur J Med Chem;2018;None;
CHEMBL4291431;;0;338.40;0;1.85;mar-13;O=c1[nH]c2ccc(C3=NN=C(NCc4cccnc4)SC3)cc2[nH]1;Kd;'=';860.0;nM;6.07;;;UO_0000065;17.92;0.35;4.22;6.17;0;CHEMBL4263571;Binding affinity to wild-type human partial length DYRK1A (H129 to S509 residues) expressed in mammalian expression system by Kinomescan method;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4261584;1;Scientific Literature;Eur J Med Chem;2018;None;
CHEMBL4089542;;0;244.69;0;2.63;6i;Nc1cccc(-c2cnc3ccc(Cl)nn23)c1;IC50;'=';9400.0;nM;5.03;;;UO_0000065;20.54;0.40;2.40;8.94;0;CHEMBL4041963;Inhibition of GST tagged recombinant human DYRK1A expressed in Escherichia coli using woodtide as substrate after 30 mins by [gamma-33P]ATP based scintillation counting analysis;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4041493;1;Scientific Literature;Eur J Med Chem;2017;None;
CHEMBL4070227;;0;381.48;0;2.77;11w;CC[C@@H](CO)/N=C/c1cccc(-c2cnc3ccc(N[C@@H](CC)CO)nn23)c1;IC50;'=';120.0;nM;6.92;;;UO_0000065;18.14;0.34;4.15;7.28;0;CHEMBL4041963;Inhibition of GST tagged recombinant human DYRK1A expressed in Escherichia coli using woodtide as substrate after 30 mins by [gamma-33P]ATP based scintillation counting analysis;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4041493;1;Scientific Literature;Eur J Med Chem;2017;None;
CHEMBL4098237;;0;397.48;0;2.08;11y;CC[C@@H](CO)Nc1ccc2ncc(-c3cccc(C(=O)N[C@H](CC)CO)c3)n2n1;IC50;'=';7900.0;nM;5.10;;;UO_0000065;12.84;0.24;3.02;4.56;0;CHEMBL4041963;Inhibition of GST tagged recombinant human DYRK1A expressed in Escherichia coli using woodtide as substrate after 30 mins by [gamma-33P]ATP based scintillation counting analysis;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4041493;1;Scientific Literature;Eur J Med Chem;2017;None;
CHEMBL4071013;;0;357.85;0;2.16;16;OCCN1CCN(c2ccc3ncc(-c4cccc(Cl)c4)n3n2)CC1;IC50;'=';510.0;nM;6.29;;;UO_0000065;17.58;0.34;4.13;11.06;0;CHEMBL4041963;Inhibition of GST tagged recombinant human DYRK1A expressed in Escherichia coli using woodtide as substrate after 30 mins by [gamma-33P]ATP based scintillation counting analysis;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4041493;1;Scientific Literature;Eur J Med Chem;2017;None;
CHEMBL4076663;;0;397.48;0;2.08;20c;CC[C@H](CO)NC(=O)c1cccc(-c2cnc3ccc(N[C@H](CC)CO)nn23)c1;IC50;'=';2200.0;nM;5.66;;;UO_0000065;14.23;0.27;3.58;5.06;0;CHEMBL4041963;Inhibition of GST tagged recombinant human DYRK1A expressed in Escherichia coli using woodtide as substrate after 30 mins by [gamma-33P]ATP based scintillation counting analysis;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4041493;1;Scientific Literature;Eur J Med Chem;2017;None;
CHEMBL4079343;;0;397.48;0;2.08;20d;CC[C@@H](CO)NC(=O)c1cccc(-c2cnc3ccc(N[C@H](CC)CO)nn23)c1;IC50;'=';2100.0;nM;5.68;;;UO_0000065;14.28;0.27;3.60;5.08;0;CHEMBL4041963;Inhibition of GST tagged recombinant human DYRK1A expressed in Escherichia coli using woodtide as substrate after 30 mins by [gamma-33P]ATP based scintillation counting analysis;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4041493;1;Scientific Literature;Eur J Med Chem;2017;None;
CHEMBL2386766;;0;360.40;0;3.83;BDBM50434362;COC(=N)c1nc2ccc3ncnc(Nc4ccc(C#N)cc4)c3c2s1;IC50;'=';3.89;nM;8.41;;429617;UO_0000065;23.34;0.44;4.58;7.82;0;CHEMBL3889022;HotSpot Technology Assay: The DYRK1A and DYRK1B kinase assays to determine IC50 values were performed by Reaction Biology Corporation using HotSpot technology Worldwide website: reactionbiology.com, Malvern, PA). Kinase reaction with specific kinase/ substrate pair along with required cofactors was carried out in 20 mM Hepes pH 7.5, 10 mM MgCl2, 1 mM EGTA, 0.02% Brij35, 0.02 mg/ml BSA, 0.1 mM Na3VO4, 2 mM DTT, 1% DMSO. Purified recombinant kinase was incubated with serial 3-fold dilutions of test compounds starting at a final concentration of 10 μM. Reaction was initiated by addition of a mixture of ATP (Sigma, St. Louis MO) and 33P ATP (Perkin Elmer, Waltham MA) to a final concentration of 10 μM and was carried out at room temperature for 120 min, followed by spotting of the reaction onto P81 ion exchange filter paper (Whatman Inc., Piscataway, NJ). Unbound phosphate was removed by extensive washing of filters in 0.75% Phosphoric acid.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL3886922;37;BindingDB Database;;2016;None;
CHEMBL3975059;;0;378.46;0;3.88;BDBM246358;COc1ccc(Nc2ncnc3ccc4nc(C(=N)N(C)C)sc4c23)cc1;IC50;'=';500.0;nM;6.30;;429621;UO_0000065;16.65;0.32;2.42;7.24;0;CHEMBL3889022;HotSpot Technology Assay: The DYRK1A and DYRK1B kinase assays to determine IC50 values were performed by Reaction Biology Corporation using HotSpot technology Worldwide website: reactionbiology.com, Malvern, PA). Kinase reaction with specific kinase/ substrate pair along with required cofactors was carried out in 20 mM Hepes pH 7.5, 10 mM MgCl2, 1 mM EGTA, 0.02% Brij35, 0.02 mg/ml BSA, 0.1 mM Na3VO4, 2 mM DTT, 1% DMSO. Purified recombinant kinase was incubated with serial 3-fold dilutions of test compounds starting at a final concentration of 10 μM. Reaction was initiated by addition of a mixture of ATP (Sigma, St. Louis MO) and 33P ATP (Perkin Elmer, Waltham MA) to a final concentration of 10 μM and was carried out at room temperature for 120 min, followed by spotting of the reaction onto P81 ion exchange filter paper (Whatman Inc., Piscataway, NJ). Unbound phosphate was removed by extensive washing of filters in 0.75% Phosphoric acid.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL3886922;37;BindingDB Database;;2016;None;
CHEMBL14762;SELICICLIB;2;354.46;0;3.20;R-roscovtine;CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1;IC50;'=';18000.0;nM;4.75;;;UO_0000065;13.39;0.25;1.54;5.40;0;CHEMBL980537;Inhibition of human recombinant DYRK1A;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL1149828;1;Scientific Literature;J. Nat. Prod.;2008;None;
CHEMBL4648260;;0;531.44;2;5.54;42;CCOC(=O)c1cnc2ccc(-c3cc(Cl)c(O)c(Cl)c3)nc2c1N[C@H]1CC[C@H](C(=O)N(C)C)CC1;Kd;'=';0.6;nM;9.22;;;UO_0000065;17.35;0.35;3.68;8.81;0;CHEMBL4610417;Binding affinity to wild-type human partial length DYRK1A (H129 to S509 residues) expressed in mammalian expression system by Kinomescan method;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4609986;1;Scientific Literature;Bioorg Med Chem;2020;None;
CHEMBL4293599;;0;430.56;0;4.87;53;CC[C@@H](CO)Nc1cc(NCc2ccc(-c3ccccn3)cc2)c2ncn(C(C)C)c2n1;IC50;'=';2800.0;nM;5.55;;;UO_0000065;12.90;0.24;0.68;6.32;0;CHEMBL4266655;Inhibition of DYRK1A (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4265878;1;Scientific Literature;J Med Chem;2018;None;
CHEMBL4069088;;0;243.70;0;3.47;9d;Nc1cc(-c2c[nH]c3cc(Cl)ccc23)ccn1;IC50;'=';2939.0;nM;5.53;;;UO_0000065;22.70;0.44;2.06;10.11;0;CHEMBL4034241;Inhibition of full-length recombinant human GST-tagged Dyrk1a expressed in baculovirus expression system using Alexa-Fluor tracer-236 incubated for 60 mins by TR-FRET based Lantha-screen Eu kinase assay;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4033637;1;Scientific Literature;Bioorg Med Chem Lett;2017;None;
CHEMBL4064316;;0;237.31;0;3.68;25;CC(C)n1cc(-c2ccncc2)c2ccncc21;IC50;'=';8.0;nM;8.10;;;UO_0000065;34.12;0.61;4.42;26.37;0;CHEMBL4034241;Inhibition of full-length recombinant human GST-tagged Dyrk1a expressed in baculovirus expression system using Alexa-Fluor tracer-236 incubated for 60 mins by TR-FRET based Lantha-screen Eu kinase assay;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4033637;1;Scientific Literature;Bioorg Med Chem Lett;2017;None;
CHEMBL4098364;;0;239.28;0;2.82;9f;COc1ccc2c(-c3ccnc(N)c3)c[nH]c2c1;IC50;'=';2904.0;nM;5.54;;;UO_0000065;23.14;0.42;2.72;8.66;0;CHEMBL4034241;Inhibition of full-length recombinant human GST-tagged Dyrk1a expressed in baculovirus expression system using Alexa-Fluor tracer-236 incubated for 60 mins by TR-FRET based Lantha-screen Eu kinase assay;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4033637;1;Scientific Literature;Bioorg Med Chem Lett;2017;None;
CHEMBL1213041;;0;237.24;0;2.16;15;CC(=O)Nc1nc2ccc([N+](=O)[O-])cc2s1;IC50;'=';700.0;nM;6.16;;;UO_0000065;25.94;0.53;3.99;7.23;0;CHEMBL4673836;Inhibition of DYRK1A (unknown origin) by [33P]-ATP filter binding kinase assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4673203;1;Scientific Literature;J Med Chem;2016;None;
CHEMBL4785414;;0;490.57;0;2.83;13;O=C(Nc1c[nH]nc1C(=O)Nc1ccc(N2CCCCC2)nc1)c1cncc(OC2CCNCC2)c1;EC50;'=';10.0;nM;8.00;;;UO_0000065;16.31;0.30;5.17;5.83;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4744530;;0;480.49;1;5.28;80;O=C(Nc1ccnc(C(F)(F)F)c1)c1n[nH]c2ccc(-c3cncc(CN4CCCCC4)c3)cc12;EC50;'=';4.0;nM;8.40;;;UO_0000065;17.48;0.33;3.12;9.68;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4741843;;0;418.48;0;3.95;107;Cn1cc(-c2cc3c(C(=O)Nc4ccc(CN5CCCC5)cc4)n[nH]c3cc2F)cn1;EC50;'=';1.0;nM;9.00;;;UO_0000065;21.51;0.40;5.05;11.42;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4778624;;0;424.49;0;4.58;273;Cc1ccc(-c2nccc3[nH]c(-c4n[nH]c5cnc(-c6cncc(N)c6)cc45)nc23)s1;EC50;'=';4.0;nM;8.40;;;UO_0000065;19.78;0.37;3.82;6.88;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4788785;;0;525.54;2;6.21;316;Fc1ccc(-c2nccc3[nH]c(-c4n[nH]c5cnc(-c6cncc(CN7CCC(F)(F)C7)c6)cc45)cc23)cc1;EC50;'=';10.0;nM;8.00;;;UO_0000065;15.22;0.28;1.79;9.26;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4783658;;0;488.56;1;5.61;352;CC(C)CC(=O)Nc1cncc(-c2cnc3[nH]nc(-c4cc5c(-c6cccnc6)ccnc5[nH]4)c3c2)c1;EC50;'=';5.0;nM;8.30;;;UO_0000065;16.99;0.31;2.69;6.63;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4782218;;0;471.52;1;5.58;354;O=C(Nc1cncc(-c2cc3c(-c4cc5c(-c6cccnc6)cccc5[nH]4)n[nH]c3cn2)c1)C1CC1;EC50;'=';34.0;nM;7.47;;;UO_0000065;15.84;0.28;1.89;6.65;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4781998;;0;390.41;0;4.02;374;c1cncc(-c2ccnc3[nH]c(-c4n[nH]c5cnc(-c6cncnc6)cc45)cc23)c1;EC50;'=';100.0;nM;7.00;;;UO_0000065;17.93;0.32;2.98;6.43;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4787630;;0;474.53;1;5.22;385;CC(C)C(=O)Nc1cncc(-c2cc3c(-c4cc5c(-c6ccncc6)nccc5[nH]4)n[nH]c3cn2)c1;EC50;'=';45.0;nM;7.35;;;UO_0000065;15.48;0.28;2.13;5.87;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4780519;;0;487.57;1;6.21;387;CC(C)CC(=O)Nc1cncc(-c2ccc3[nH]nc(-c4cc5c(-c6ccncc6)nccc5[nH]4)c3c2)c1;EC50;'=';25.0;nM;7.60;;;UO_0000065;15.59;0.28;1.39;6.77;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4753143;;0;507.55;2;6.07;401;FC1(F)CCN(Cc2cncc(-c3cnc4[nH]nc(-c5cc6c(-c7ccncc7)cccc6[nH]5)c4c3)c2)C1;EC50;'=';76.0;nM;7.12;;;UO_0000065;14.03;0.26;1.05;8.24;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4783818;;0;501.52;1;3.64;14;O=C(Nc1c[nH]nc1C(=O)Nc1cncc(-c2cccc(F)c2)c1)c1cncc(OC2CCNCC2)c1;EC50;'=';12.0;nM;7.92;;;UO_0000065;15.79;0.29;4.28;5.91;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4757202;;0;333.40;0;2.45;38;CC(=O)N1C[C@H]2[C@H](n3c(C)nc4ccc(-c5ccncc5)nc43)[C@H]2C1;Kd;'=';0.5;nM;9.30;;;UO_0000065;27.90;0.51;6.85;14.55;0;CHEMBL4730553;Binding affinity to DYRK1A (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4725420;1;Scientific Literature;ACS Med Chem Lett;2020;None;
CHEMBL3894571;;0;383.41;0;4.10;"2; EHT 1610";COC(=N)c1nc2ccc3ncnc(Nc4ccc(OC)cc4F)c3c2s1;IC50;'=';0.36;nM;9.44;;;UO_0000065;24.63;0.48;5.34;10.15;0;CHEMBL4719505;Inhibition of human DYRK1A using [33P]-ATP incubated for 120 mins;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4715790;1;Scientific Literature;J Med Chem;2016;None;TIME = 2.0 hr
CHEMBL4290247;;0;389.46;1;5.19;31b;O=C(Cc1ccc(F)cc1)Nc1cncc(-c2cc(-c3cccnc3)cs2)c1;IC50;'=';79.0;nM;7.10;;;UO_0000065;18.24;0.35;1.91;12.94;0;CHEMBL4263650;Inhibition of Dyrk1A in human HeLa cells transfected with GFP-SF3b1-NT assessed as decrease in SF3B1 phosphorylation at Thr434 after 18 hrs by Western blot analysis;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HeLa;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4261587;1;Scientific Literature;Eur J Med Chem;2018;None;
